"test5","test1","test2","test1","1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Hawaii","Black or African American only, not Hisp/Latino","2.3"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Hawaii","White only, not Hispanic or Latino","0.9"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Hawaii","Female","1.3"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Hawaii","At least some college","0.8"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Hawaii","9th grade","2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Hawaii","10th grade","1.3"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Hawaii","11th grade","2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Hawaii","12th grade","4.066666666666667"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Idaho","2 or more races","5.666666666666667"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Idaho","Hispanic or Latino","3.9333333333333336"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Idaho","Black or African American only, not Hisp/Latino","3.8666666666666667"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Idaho","White only, not Hispanic or Latino","1.8333333333333333"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Idaho","Female","6.3"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Idaho","At least some college","2.9"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Idaho","9th grade","4.533333333333334"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Idaho","10th grade","4.133333333333334"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Idaho","11th grade","6.633333333333333"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Idaho","12th grade","0.7"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Illinois","2 or more races","1.3"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Illinois","Hispanic or Latino","0.7"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Illinois","Not Hispanic or Latino","1.1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Illinois","Black or African American only, not Hisp/Latino","0.6"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Illinois","White only, not Hispanic or Latino","0.7"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Illinois","Female","0.8"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Illinois","At least some college","1.5"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Illinois","9th grade","0.9"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Illinois","10th grade","1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Illinois","11th grade","0.9"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Illinois","12th grade","0.75"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Indiana","2 or more races","2.8"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Indiana","Hispanic or Latino","0.8"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Indiana","Not Hispanic or Latino","1.95"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Indiana","Black or African American only, not Hisp/Latino","0.8"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Indiana","White only, not Hispanic or Latino","0.6499999999999999"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Indiana","Female","1.2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Indiana","At least some college","1.2999999999999998"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Indiana","9th grade","1.15"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Indiana","10th grade","1.4500000000000002"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Indiana","11th grade","1.55"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Indiana","12th grade","0.6"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Iowa","Hispanic or Latino","0.6"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Iowa","Black or African American only, not Hisp/Latino","0.6"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Iowa","White only, not Hispanic or Latino","0.3"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Iowa","Female","1.2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Iowa","At least some college","1.2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Iowa","9th grade","0.9"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Iowa","10th grade","1.2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Iowa","11th grade","1.3"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Iowa","12th grade","0.8"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Kansas","2 or more races","2.1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Kansas","Hispanic or Latino","0.7"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Kansas","Not Hispanic or Latino","2.1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Kansas","Black or African American only, not Hisp/Latino","0.8"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Kansas","White only, not Hispanic or Latino","0.5"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Kansas","Female","1.3"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Kansas","At least some college","1.2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Kansas","9th grade","1.2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Kansas","10th grade","1.2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Kansas","11th grade","1.2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Kansas","12th grade","0.75"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Kentucky","2 or more races","3.9"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Kentucky","Hispanic or Latino","0.75"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Kentucky","Not Hispanic or Latino","1.4"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Kentucky","Black or African American only, not Hisp/Latino","0.8"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Kentucky","White only, not Hispanic or Latino","0.6499999999999999"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Kentucky","Female","1.3"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Kentucky","At least some college","1.2999999999999998"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Kentucky","9th grade","1.45"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Kentucky","10th grade","1.45"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Kentucky","11th grade","1.2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Louisiana","12th grade","2.266666666666667"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Maine","Hispanic or Latino","2.3000000000000003"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Maine","Black or African American only, not Hisp/Latino","2.2333333333333334"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Maine","White only, not Hispanic or Latino","1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Maine","Female","3.5666666666666664"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Maine","At least some college","3.766666666666667"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Maine","9th grade","2.1666666666666665"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Maine","10th grade","2.3000000000000003"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Maine","11th grade","2.5"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Maine","12th grade","0.8"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Maryland","Hispanic or Latino","0.9"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Maryland","Not Hispanic or Latino","1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Maryland","Black or African American only, not Hisp/Latino","1.2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Maryland","White only, not Hispanic or Latino","1.2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Maryland","Female","0.8"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Maryland","At least some college","1.8"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Maryland","9th grade","1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Maryland","10th grade","1.4"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Maryland","11th grade","1.1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Maryland","12th grade","2.1666666666666665"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Massachusetts","2 or more races","3.3666666666666667"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Massachusetts","Hispanic or Latino","2.1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Massachusetts","Not Hispanic or Latino","4.833333333333333"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Massachusetts","Black or African American only, not Hisp/Latino","1.8"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Massachusetts","White only, not Hispanic or Latino","0.8999999999999999"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Massachusetts","Female","3.5000000000000004"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Massachusetts","At least some college","2.3000000000000003"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Massachusetts","9th grade","2.6999999999999997"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Massachusetts","10th grade","2.1333333333333333"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Massachusetts","11th grade","2.333333333333333"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Massachusetts","12th grade","2.1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Michigan","2 or more races","3.233333333333333"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Michigan","Hispanic or Latino","2.1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Michigan","Not Hispanic or Latino","3.3666666666666667"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Michigan","Black or African American only, not Hisp/Latino","1.9000000000000001"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Michigan","White only, not Hispanic or Latino","1.2999999999999998"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Michigan","Female","3.066666666666667"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Michigan","At least some college","2.1999999999999997"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Michigan","9th grade","2.433333333333333"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Michigan","10th grade","2.3000000000000003"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Michigan","11th grade","1.9000000000000001"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Minnesota","12th grade","2.6333333333333333"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Mississippi","Hispanic or Latino","2.6"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Mississippi","Not Hispanic or Latino","2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Mississippi","Black or African American only, not Hisp/Latino","3.3000000000000003"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Mississippi","White only, not Hispanic or Latino","1.4333333333333333"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Mississippi","Female","4.266666666666667"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Mississippi","At least some college","2.6666666666666665"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Mississippi","9th grade","3.866666666666667"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Mississippi","10th grade","3"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Mississippi","11th grade","2.8666666666666667"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Mississippi","12th grade","3.233333333333334"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Missouri","Hispanic or Latino","3.2000000000000006"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Missouri","Not Hispanic or Latino","3.3000000000000003"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Missouri","Black or African American only, not Hisp/Latino","3.3000000000000003"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Missouri","White only, not Hispanic or Latino","1.5333333333333332"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Missouri","Female","5.066666666666667"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Missouri","At least some college","3.8333333333333335"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Missouri","9th grade","3.5"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Missouri","10th grade","3.9000000000000004"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Missouri","11th grade","2.8333333333333335"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Missouri","12th grade","3.2999999999999994"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Montana","2 or more races","2.2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Montana","Hispanic or Latino","3.266666666666666"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Montana","Black or African American only, not Hisp/Latino","3.0999999999999996"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Montana","White only, not Hispanic or Latino","1.0333333333333334"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Montana","Female","5.5"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Montana","At least some college","3.233333333333333"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Montana","9th grade","3.3000000000000003"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Montana","10th grade","3.8333333333333335"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Montana","11th grade","4.066666666666667"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Montana","12th grade","0.5"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Nebraska","2 or more races","3"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Nebraska","Hispanic or Latino","0.5"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Nebraska","Black or African American only, not Hisp/Latino","0.5"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Nebraska","White only, not Hispanic or Latino","0.3"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Nebraska","Female","0.9"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Nebraska","At least some college","1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Nebraska","9th grade","1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Nebraska","10th grade","1.4"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Nebraska","11th grade","0.9"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Nebraska","12th grade","2.733333333333334"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Nevada","2 or more races","3.4000000000000004"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Nevada","Hispanic or Latino","2.6666666666666665"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Nevada","Not Hispanic or Latino","5.133333333333333"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Nevada","Black or African American only, not Hisp/Latino","2.2333333333333334"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Nevada","White only, not Hispanic or Latino","1.866666666666667"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Nevada","Female","3.9"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Nevada","At least some college","2.733333333333333"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Nevada","9th grade","3.2000000000000006"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Nevada","10th grade","2.7000000000000006"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Nevada","11th grade","4.133333333333334"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Nevada","12th grade","0.8"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Hampshire","Hispanic or Latino","0.8"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Hampshire","Black or African American only, not Hisp/Latino","0.8500000000000001"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Hampshire","White only, not Hispanic or Latino","0.6499999999999999"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Hampshire","Female","1.35"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Hampshire","At least some college","1.35"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Hampshire","9th grade","1.25"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Hampshire","10th grade","1.4500000000000002"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Hampshire","11th grade","1.6"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Hampshire","12th grade","6.8"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Jersey","2 or more races","10.1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Jersey","Hispanic or Latino","6.2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Jersey","Not Hispanic or Latino","13.3"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Jersey","Black or African American only, not Hisp/Latino","3.7"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Jersey","White only, not Hispanic or Latino","3"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Jersey","Female","10.5"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Jersey","At least some college","4.1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Jersey","9th grade","7.6"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Jersey","10th grade","7.9"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Jersey","11th grade","7.9"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Jersey","12th grade","0.7"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Mexico","2 or more races","0.9"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Mexico","Hispanic or Latino","0.7"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Mexico","Black or African American only, not Hisp/Latino","0.6"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Mexico","White only, not Hispanic or Latino","0.4"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Mexico","Female","1.1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Mexico","At least some college","1.2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Mexico","9th grade","1.2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Mexico","10th grade","1.3"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Mexico","11th grade","1.8"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New Mexico","12th grade","0.45"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New York","2 or more races","0.8999999999999999"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New York","Hispanic or Latino","0.55"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New York","Not Hispanic or Latino","1.25"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New York","Black or African American only, not Hisp/Latino","0.5"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New York","White only, not Hispanic or Latino","0.45"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New York","Female","0.75"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New York","At least some college","0.65"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New York","9th grade","0.7"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New York","10th grade","0.75"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New York","11th grade","1.05"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","New York","12th grade","2.2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","North Carolina","2 or more races","4.166666666666666"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","North Carolina","Hispanic or Latino","2.1999999999999997"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","North Carolina","Not Hispanic or Latino","2.4333333333333336"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","North Carolina","Black or African American only, not Hisp/Latino","2.1333333333333333"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","North Carolina","White only, not Hispanic or Latino","1.2333333333333332"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","North Carolina","Female","3.3333333333333335"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","North Carolina","At least some college","2.4000000000000004"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","North Carolina","9th grade","1.5999999999999999"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","North Carolina","10th grade","3.1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","North Carolina","11th grade","2.8333333333333335"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","North Carolina","12th grade","2.6666666666666665"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","North Dakota","Hispanic or Latino","2.6"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","North Dakota","Black or African American only, not Hisp/Latino","2.3666666666666667"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","North Dakota","White only, not Hispanic or Latino","1.0333333333333334"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","North Dakota","Female","4.266666666666667"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","North Dakota","At least some college","3.8333333333333335"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","North Dakota","9th grade","3.0666666666666664"
